codgeo;libgeo;an;apl_mg_65_hmep
85110;Les Epesses;2018;2,50
85111;Nesmy;2018;2,70
85112;La Tranche-sur-Mer;2018;3,20
85113;Sainte-Hermine;2018;2,00
85114;L'Épine;2018;3,10
85115;La Gaubretière;2018;2,90
85116;L'Herbergement;2018;3,80
85117;Coëx;2018;3,00
85118;Treize-Septiers;2018;4,50
85119;Rocheservière;2018;3,00
85120;Bournezeau;2018;3,00
85121;Saint-Philbert-de-Bouaine;2018;3,40
85122;Les Lucs-sur-Boulogne;2018;2,90
85123;Commequiers;2018;2,80
85124;Chavagnes-en-Paillers;2018;2,70
85125;Saint-Laurent-sur-Sèvre;2018;2,20
85126;La Chaize-le-Vicomte;2018;3,50
85127;Saint-Fulgent;2018;2,10
85128;La Châtaigneraie;2018;2,80
85129;Beauvoir-sur-Mer;2018;3,60
85130;La Bruffière;2018;3,30
85131;Jard-sur-Mer;2018;2,40
85132;Benet;2018;2,40
85133;Dompierre-sur-Yon;2018;3,20
85134;Venansault;2018;4,90
85135;Noirmoutier-en-l'Île;2018;3,20
85136;L'Île-d'Yeu;2018;3,60
85137;Mouilleron-le-Captif;2018;4,00
85138;La Garnache;2018;3,20
85201;Les Achards;2018;3,40
85202;La Ferrière;2018;3,70
85203;Pouzauges;2018;2,00
85204;Chanverrie;2018;3,10
85205;Mortagne-sur-Sèvre;2018;3,20
85206;Bellevigny;2018;3,30
85207;Sèvremont;2018;2,40
85208;Aubigny-Les Clouzeaux;2018;2,70
85209;Bretignolles-sur-Mer;2018;2,50
85210;Talmont-Saint-Hilaire;2018;2,80
85211;Chantonnay;2018;2,40
85212;Le Poiré-sur-Vie;2018;2,70
85213;Essarts en Bocage;2018;2,50
85214;Aizenay;2018;3,20
85215;Luçon;2018;2,70
85301;Les Herbiers;2018;2,60
85302;Fontenay-le-Comte;2018;3,00
85401;Montaigu-Vendée;2018;4,10
85402;Challans;2018;3,50
85403;Saint-Hilaire-de-Riez;2018;3,40
85404;Les Sables-d'Olonne;2018;4,10
85501;La Roche-sur-Yon;2018;4,00
86101;Quinçay;2018;3,50
86102;Mirebeau;2018;3,50
86103;Lencloître;2018;4,20
86104;Lusignan;2018;3,30
86105;Saint-Julien-l'Ars;2018;4,10
86106;Nieuil-l'Espoir;2018;3,50
86107;Nouaillé-Maupertuis;2018;3,00
86108;Iteuil;2018;3,50
86109;Dangé-Saint-Romain;2018;2,00
86110;Gençay;2018;4,50
86111;Lussac-les-Châteaux;2018;3,20
86112;Montamisé;2018;4,10
86113;Vouillé;2018;3,00
86114;Civray;2018;3,50
86115;Saint-Georges-lès-Baillargeaux;2018;4,20
86116;Vivonne;2018;4,40
86117;Mignaloux-Beauvoir;2018;4,60
86118;Fontaine-le-Comte;2018;4,60
86201;Neuville-de-Poitou;2018;3,80
86202;Montmorillon;2018;5,10
86203;Ligugé;2018;3,60
86204;Loudun;2018;2,70
86205;Chauvigny;2018;4,40
86401;Châtellerault;2018;4,40
86601;Poitiers;2018;4,70
87101;Bosmie-l'Aiguille;2018;2,90
87102;Saint-Priest-Taurion;2018;2,80
87103;Rochechouart;2018;4,10
87104;Saint-Léonard-de-Noblat;2018;3,80
87105;Rilhac-Rancon;2018;4,60
87106;Bellac;2018;2,10
87201;Ambazac;2018;3,20
87202;Saint-Yrieix-la-Perche;2018;5,10
87203;Aixe-sur-Vienne;2018;3,60
87301;Saint-Junien;2018;4,20
87601;Limoges;2018;5,20
88101;Liffol-le-Grand;2018;3,80
88102;Vincey;2018;2,70
88103;Pouxeux;2018;4,60
88104;Granges-Aumontzey;2018;3,60
88105;Arches;2018;4,10
88106;Ban-de-Laveline;2018;2,80
88107;Contrexéville;2018;5,20
88108;Uxegney;2018;3,90
88109;Nomexy;2018;3,30
88110;Le Val-d'Ajol;2018;2,10
88111;Bruyères;2018;3,70
88201;Vittel;2018;4,40
88202;Rambervillers;2018;2,20
88203;Charmes;2018;3,40
88204;Neufchâteau;2018;4,00
88205;Mirecourt;2018;4,40
88206;Gérardmer;2018;3,10
88301;Moyenmoutier;2018;3,90
88302;La Bresse;2018;3,30
88303;Vagney;2018;3,40
88304;Le Thillot;2018;2,80
88401;Remiremont;2018;4,40
88402;Saint-Dié-des-Vosges;2018;3,60
88501;Épinal;2018;4,20
89101;Champigny;2018;1,30
89102;Chablis;2018;2,00
89103;Toucy;2018;2,20
89104;Saint-Julien-du-Sault;2018;1,80
89105;Appoigny;2018;3,70
89106;Brienon-sur-Armançon;2018;3,10
89107;Pont-sur-Yonne;2018;2,40
89108;Villeneuve-la-Guyard;2018;2,20
89109;Saint-Florentin;2018;2,90
89201;Tonnerre;2018;4,10
89202;Villeneuve-sur-Yonne;2018;2,00
89203;Avallon;2018;2,80
89204;Joigny;2018;1,90
89301;Migennes;2018;2,40
89401;Sens;2018;3,10
89402;Auxerre;2018;3,30
90101;Rougemont-le-Château;2018;3,70
90102;Roppe;2018;4,30
90103;Étueffont;2018;3,40
90201;Giromagny;2018;1,90
90301;Delle (partie française);2018;1,80
91101;Pussay;2018;2,70
91102;Vert-le-Grand;2018;2,50
91103;Maisse;2018;2,70
91104;Vert-le-Petit;2018;2,10
91105;Briis-sous-Forges;2018;2,30
91106;Boissy-sous-Saint-Yon;2018;2,90
91107;Tigery;2018;4,10
91108;Angerville;2018;2,40
91201;Boutigny-sur-Essonne;2018;2,90
91202;Milly-la-Forêt;2018;2,60
91203;Le Mérévillois;2018;2,80
91204;Saint-Chéron;2018;2,50
91205;Marolles-en-Hurepoix;2018;2,40
91206;La Ferté-Alais;2018;2,60
91301;Limours;2018;2,30
91302;Dourdan;2018;2,40
91303;Ballancourt-sur-Essonne;2018;2,10
91304;Étréchy;2018;2,50
91401;Étampes;2018;2,50
95101;Saint-Witz;2018;2,00
95102;Vémars;2018;2,30
95103;Saint-Martin-du-Tertre;2018;1,70
95104;Belloy-en-France;2018;3,40
95105;Marines;2018;1,50
95106;Presles;2018;2,80
95107;Bruyères-sur-Oise;2018;2,80
95201;Menucourt;2018;3,00
95202;Magny-en-Vexin;2018;1,90
95203;Montsoult;2018;3,00
95301;Louvres;2018;2,00
95302;Viarmes;2018;2,90
95303;Fosses;2018;2,20
9A101;Anse-Bertrand;2018;1,60
9A201;Grand-Bourg;2018;3,30
9A202;Port-Louis;2018;1,80
9A203;Pointe-Noire;2018;2,50
9A204;Bouillante;2018;1,90
9A301;Sainte-Rose;2018;1,60
9A401;Capesterre-Belle-Eau;2018;1,90
9A501;Basse-Terre;2018;2,80
9A701;Pointe-à-Pitre-Les Abymes;2018;2,90
9B101;Basse-Pointe;2018;1,60
9B102;Le Carbet;2018;2,40
9B103;Saint-Pierre;2018;2,50
9B201;Le Morne-Rouge;2018;2,50
9B202;Le Diamant;2018;2,50
9B203;Le Lorrain;2018;2,20
9B204;Les Trois-Îlets;2018;2,10
9B401;Sainte-Marie;2018;2,70
9B402;Le Lamentin;2018;3,50
9B601;Fort-de-France;2018;2,80
9B602;Le Robert;2018;2,50
9C101;Sinnamary;2018;2,20
9C102;Saint-Georges;2018;1,70
9C301;Mana;2018;0,70
9C302;Maripasoula;2018;0,00
9C303;Macouria;2018;2,00
9C401;Kourou;2018;3,20
9C402;Saint-Laurent-du-Maroni;2018;2,10
9C601;Cayenne;2018;2,60
9D201;Cilaos;2018;2,10
9D202;Sainte-Rose;2018;3,50
9D203;La Plaine-des-Palmistes;2018;3,00
9D204;Les Trois-Bassins;2018;4,70
9D301;Bras-Panon;2018;4,20
9D401;Sainte-Suzanne;2018;3,10
9D402;L'Étang-Salé;2018;3,10
9D403;Saint-Leu;2018;4,20
9D404;Saint-Benoît;2018;3,50
9D405;Saint-Joseph;2018;4,50
9D501;Saint-Louis;2018;7,00
9D502;Saint-André;2018;4,20
9D601;Saint-Pierre;2018;4,60
9D602;Saint-Paul;2018;5,60
9D603;Saint-Denis;2018;4,40
9F201;Acoua;2018;
9F202;Kani-Kéli;2018;
9F203;Bouéni;2018;
9F204;M'Tsangamouji;2018;
9F205;Mtsamboro;2018;
9F206;Chiconi;2018;
9F207;Chirongui;2018;
9F301;Ouangani;2018;
9F302;Bandrele;2018;
9F303;Sada;2018;
9F304;Tsingoni;2018;
9F305;Bandraboua;2018;
9F306;Dembeni;2018;
9F401;Dzaoudzi;2018;
9F601;Mamoudzou;2018;
